x1,x2,labels
-1.872262288503008,-0.999991426798609,1.0
-1.0471975511965974,0.5009732588503021,0.0
0.0317332591271699,-0.2861292118731695,1.0
1.745329251994329,2.4825721392957694,0.0
0.2855993321445269,-0.0315967284459666,1.0
-1.1106640694509369,-0.9556003377803092,1.0
-2.189594879774704,1.822240893421764,0.0
-2.697327025809418,0.8059882119591264,0.0
-0.3490658503988659,-0.1191937587745479,1.0
2.824260062318097,2.447974590768802,0.0
-0.2221328138901874,-0.0943349962963128,1.0
-0.0951997773815085,-0.715215321185138,1.0
-1.6818627337399903,-0.8772439783933361,1.0
-0.7933314781792404,-0.5332719252246328,1.0
1.4914631789769723,2.461468719128564,0.0
0.0317332591271699,1.2138707881268305,0.0
2.760793544063758,1.4893882877604918,0.0
-0.4759988869075444,-0.2401995261843304,1.0
-2.7607935440637577,-0.8032407182884845,1.0
-1.7453292519943295,0.5109035981490844,0.0
0.6029319234162229,0.5325109624721398,1.0
2.443460952792061,0.3878117996875451,1.0
-2.0626618432660258,1.3927407924465245,0.0
2.379994434537722,0.9303838990370896,1.0
-1.174130587705276,-0.1157758419698194,1.0
-2.951193098826775,-0.300166329697089,1.0
0.6029319234162229,2.03251096247214,0.0
-0.3490658503988659,1.380806241225452,0.0
-0.7933314781792404,0.9667280747753672,0.0
-2.887726580572436,0.7374980725170953,0.0
1.5549296972313122,2.424599222903704,0.0
1.872262288503008,1.9556256339112927,0.0
2.57039398930074,0.1825389712943657,1.0
2.633860507555079,0.6836412951237856,1.0
1.9357288067573477,-0.1994452184443722,1.0
1.2375971059596154,0.5131869075836636,1.0
2.951193098826776,1.2489186832435888,0.0
0.7933314781792409,1.6906672897966777,0.0
1.6818627337399903,0.9040036890251064,1.0
1.745329251994329,0.9825721392957694,1.0
-2.57039398930074,-0.8707606591706276,1.0
-2.57039398930074,0.6292393408293724,0.0
-1.2375971059596154,0.7398769637158462,0.0
0.3490658503988659,0.1285390469665288,1.0
-1.4914631789769723,-0.7780719993790896,1.0
1.9991953250116872,0.9962275912428226,1.0
3.078126135335454,2.0760207856775885,0.0
1.6183962154856513,0.9824656677665968,1.0
-1.427996660722633,-0.995748377130387,1.0
-3.0781261353354537,-0.0757059414793076,1.0
0.1586662956358484,1.5291050484268256,0.0
0.4125323686532054,2.085859046925504,0.0
0.2221328138901874,0.2676886559265564,1.0
-2.8242600623180967,-0.9631754653780246,1.0
1.3010636242139553,2.4862599813275894,0.0
-1.0471975511965974,-0.999026741149698,1.0
1.2375971059596154,2.0131869075836635,0.0
-0.666398441670562,-0.7105937717680502,1.0
0.2855993321445269,1.4684032715540334,0.0
1.8087957702486688,2.237307798253584,0.0
-2.7607935440637577,0.6967592817115155,0.0
0.8567979964335799,0.6931811611168496,1.0
1.3645301424682943,2.418170682000937,0.0
-0.2855993321445265,-0.0970541665891903,1.0
-1.872262288503008,0.500008573201391,0.0
3.014659617081115,1.2152755841324243,0.0
3.141592653589793,-0.5022972924291148,1.0
-2.443460952792061,1.160792584510542,0.0
-0.8567979964335799,-0.4417670056564898,1.0
1.6818627337399903,2.404003689025106,0.0
-0.5394654051618835,-0.6651293262600095,1.0
-1.3645301424682938,-0.9247550034858236,1.0
1.3010636242139553,0.9862599813275892,1.0
-1.1106640694509369,0.5443996622196909,0.0
1.0471975511965983,0.707511148680074,1.0
2.443460952792061,1.8878117996875448,0.0
2.697327025809418,1.124837431528768,0.0
2.062661843266026,2.1457879334300496,0.0
0.6663984416705624,1.5459898678922463,0.0
0.8567979964335799,2.1931811611168497,0.0
-1.427996660722633,0.504251622869613,0.0
-1.8087957702486688,-0.9333268157944172,1.0
0.9202645146879194,0.946447756701291,1.0
-0.412532368653205,0.2593019757603543,1.0
2.57039398930074,1.6825389712943657,0.0
2.506927471046401,0.8987498058684867,1.0
-1.5549296972313116,0.621129320165363,0.0
2.760793544063758,-0.0106117122395081,1.0
0.0951997773815089,1.4821870556216348,0.0
2.126128361520365,2.4400909422813672,0.0
2.379994434537722,2.4303838990370896,0.0
-1.6183962154856508,-0.9567678887082364,1.0
-2.189594879774704,0.3222408934217642,1.0
-3.014659617081114,1.3814543512874968,0.0
0.0951997773815089,-0.0178129443783652,1.0
-0.4759988869075444,1.2598004738156696,0.0
-2.5069274710464007,-0.6418697378414452,1.0
2.506927471046401,2.398749805868486,0.0
-2.887726580572436,-0.7625019274829047,1.0
-2.379994434537722,0.5127748046056138,0.0
